question,expected_report_id,source_chunk_excerpt,mode,template
Qual o tipo de equipamento analisado no relatório ISQ-AF-2030523-L-00521?,8,"Os resultados obtidos nas análises indicam que os componentes de içamento de carga não apresentam as propriedades necessárias para a utilização em transportes de cargas, devido à alta probabilidade de",heuristic,metadata.equipamento
Quais foram os mecanismos de dano identificados na análise de MOITÕES DE ALUMINIO?,8,"Os resultados obtidos nas análises indicam que os componentes de içamento de carga não apresentam as propriedades necessárias para a utilização em transportes de cargas, devido à alta probabilidade de",heuristic,metadata.analise_tag
"Em qual relatório é descrito: ""As análises metalográficas realizadas nas amostras 1 e 2 mostraram microstruturas compostas por martensita induzida por conformação, precipitação de c""?",120,"As análises metalográficas realizadas nas amostras 1 e 2 mostraram microstruturas compostas por martensita induzida por conformação, precipitação de carbonetos e precipitados.  As análises químicas re",heuristic,content.first_sentence
Qual a análise de falha realizada para o cliente PETROBRÁS COMPARTILHADO na unidade UN-BC (BACIA DE CAMPOS – RJ)?,120,"As análises metalográficas realizadas nas amostras 1 e 2 mostraram microstruturas compostas por martensita induzida por conformação, precipitação de carbonetos e precipitados.  As análises químicas re",heuristic,metadata.cliente_unidade
Qual o tipo de equipamento analisado no relatório ISQ-LA-2030523-L-03402?,120,"As análises metalográficas realizadas nas amostras 1 e 2 mostraram microstruturas compostas por martensita induzida por conformação, precipitação de carbonetos e precipitados.  As análises químicas re",heuristic,metadata.equipamento
"Em qual relatório é descrito: ""A análise visual das amostras recebidas e identificadas como trecho 1 (Próximo a ruptura), trecho 2 (Distante da ruptura) e trecho 3 (Ruptura) permiti""?",21,"A análise visual das amostras recebidas e identificadas como trecho 1 (Próximo a ruptura), trecho 2 (Distante da ruptura) e trecho 3 (Ruptura) permitiu observar danos superficiais externos típicos de ",heuristic,content.first_sentence
Qual a conclusão da análise de falha do 0121-F-0001C?,21,"A análise visual das amostras recebidas e identificadas como trecho 1 (Próximo a ruptura), trecho 2 (Distante da ruptura) e trecho 3 (Ruptura) permitiu observar danos superficiais externos típicos de ",heuristic,metadata.tag.conclusao
O que causou a falha no 0121-F-0001C?,21,"A análise visual das amostras recebidas e identificadas como trecho 1 (Próximo a ruptura), trecho 2 (Distante da ruptura) e trecho 3 (Ruptura) permitiu observar danos superficiais externos típicos de ",heuristic,metadata.tag.causa
"Em qual relatório é descrito: ""O suporte da tubulação falhou devido a ruptura das soldas de fixação por sobrecarga""?",4,O suporte da tubulação falhou devido a ruptura das soldas de fixação por sobrecarga. O sobrecarregamento certamente foi causado pela movimentação longitudinal da tubulação em função da ocorrência de g,heuristic,content.first_sentence
Qual o tipo de equipamento analisado no relatório ISQ-AF-2030523-L-01803?,4,O suporte da tubulação falhou devido a ruptura das soldas de fixação por sobrecarga. O sobrecarregamento certamente foi causado pela movimentação longitudinal da tubulação em função da ocorrência de g,heuristic,metadata.equipamento
Qual a análise de falha realizada para o cliente PETROBRÁS COMPARTILHADO na unidade BOAVENTURA?,4,O suporte da tubulação falhou devido a ruptura das soldas de fixação por sobrecarga. O sobrecarregamento certamente foi causado pela movimentação longitudinal da tubulação em função da ocorrência de g,heuristic,metadata.cliente_unidade
Quais foram os mecanismos de dano identificados na análise de 15-2149?,1,As análises realizadas indicam que os tubos do permutador de calor 15-2149 falharam devido ao intenso processo de corrosão externa causado pela presença de elevados níveis de enxofre nos resíduos inte,heuristic,metadata.analise_tag
Qual a análise de falha realizada para o cliente PETROBRÁS COMPARTILHADO na unidade PETROBRÁS – BOAVENTURA?,1,As análises realizadas indicam que os tubos do permutador de calor 15-2149 falharam devido ao intenso processo de corrosão externa causado pela presença de elevados níveis de enxofre nos resíduos inte,heuristic,metadata.cliente_unidade
Quais foram os danos observados no equipamento 15-2149?,1,As análises realizadas indicam que os tubos do permutador de calor 15-2149 falharam devido ao intenso processo de corrosão externa causado pela presença de elevados níveis de enxofre nos resíduos inte,heuristic,metadata.tag.danos
Quais foram os danos observados no equipamento Trecho corrente?,19,"As análises realizadas mostraram que o componente falhou de forma frágil monotônica (instantânea), devido a fragilização do material causada durante procedimento de soldagem que resultou em microestru",heuristic,metadata.tag.danos
Qual a conclusão da análise de falha do Trecho corrente?,19,"As análises realizadas mostraram que o componente falhou de forma frágil monotônica (instantânea), devido a fragilização do material causada durante procedimento de soldagem que resultou em microestru",heuristic,metadata.tag.conclusao
Qual o tipo de equipamento analisado no relatório ISQ-AF-2030523-L-203970?,19,"As análises realizadas mostraram que o componente falhou de forma frágil monotônica (instantânea), devido a fragilização do material causada durante procedimento de soldagem que resultou em microestru",heuristic,metadata.equipamento
O que causou a falha no P-UH-1223504A?,12,"A placa 10F falhou em operação devido a nucleação de danos superficiais típicos de “fretting corrosion” que serviu como concentradores de tensões, e resultou na nucleação de trinca superficial que pro",heuristic,metadata.tag.causa
Houve indícios de trinca na análise do equipamento Resfriador de Óleo?,12,"A placa 10F falhou em operação devido a nucleação de danos superficiais típicos de “fretting corrosion” que serviu como concentradores de tensões, e resultou na nucleação de trinca superficial que pro",heuristic,content.dano
Qual a conclusão da análise de falha do P-UH-1223504A?,12,"A placa 10F falhou em operação devido a nucleação de danos superficiais típicos de “fretting corrosion” que serviu como concentradores de tensões, e resultou na nucleação de trinca superficial que pro",heuristic,metadata.tag.conclusao
Houve indícios de corrosão na análise do equipamento Acessórios de Tubulação?,85,"O ensaio de susceptibilidade à corrosão, realizada conforme Norma ASTM A262 Prática “A”, mostrou microestrutura com característica “Dual” indicando moderada resistência à corrosão intergranular nos co",heuristic,content.dano
Qual a análise de falha realizada para o cliente PETROBRAS COMPARTILHADO na unidade Refinaria Henrique Lage (REVAP)?,85,"O ensaio de susceptibilidade à corrosão, realizada conforme Norma ASTM A262 Prática “A”, mostrou microestrutura com característica “Dual” indicando moderada resistência à corrosão intergranular nos co",heuristic,metadata.cliente_unidade
"Em qual relatório é descrito: ""O ensaio de susceptibilidade à corrosão, realizada conforme Norma ASTM A262 Prática “A”, mostrou microestrutura com característica “Dual” indicando mo""?",85,"O ensaio de susceptibilidade à corrosão, realizada conforme Norma ASTM A262 Prática “A”, mostrou microestrutura com característica “Dual” indicando moderada resistência à corrosão intergranular nos co",heuristic,content.first_sentence
Quais foram os mecanismos de dano identificados na análise de M-B-5124001C?,11,O Rolamento do motor elétrico M-B-5124001C apresentou vibração em operação do mancal do lado não acoplado após 1000 horas de operação. Após a identificação do evento o componente foi substituído e env,heuristic,metadata.analise_tag
O que causou a falha no M-B-5124001C?,11,O Rolamento do motor elétrico M-B-5124001C apresentou vibração em operação do mancal do lado não acoplado após 1000 horas de operação. Após a identificação do evento o componente foi substituído e env,heuristic,metadata.tag.causa
Qual a conclusão da análise de falha do M-B-5124001C?,11,O Rolamento do motor elétrico M-B-5124001C apresentou vibração em operação do mancal do lado não acoplado após 1000 horas de operação. Após a identificação do evento o componente foi substituído e env,heuristic,metadata.tag.conclusao
"Em qual relatório é descrito: ""Após finalização da manutenção do teto do tanque de armazenamento de C5+, a PSV-6311009 foi instalada""?",22,"Após finalização da manutenção do teto do tanque de armazenamento de C5+, a PSV-6311009 foi instalada. Em 19/09/2025, durante pressurização do tanque em etapa de comissionamento para retorno operacion",heuristic,content.first_sentence
Quais foram os mecanismos de dano identificados na análise de PSV-6311009?,22,"Após finalização da manutenção do teto do tanque de armazenamento de C5+, a PSV-6311009 foi instalada. Em 19/09/2025, durante pressurização do tanque em etapa de comissionamento para retorno operacion",heuristic,metadata.analise_tag
O que causou a falha no PSV-6311009?,22,"Após finalização da manutenção do teto do tanque de armazenamento de C5+, a PSV-6311009 foi instalada. Em 19/09/2025, durante pressurização do tanque em etapa de comissionamento para retorno operacion",heuristic,metadata.tag.causa
"Em qual relatório é descrito: ""A inspeção visual e o ensaio por líquidos penetrantes (LP) realizados nas amostras recebidas permitiram observar que os componentes não apresentam dan""?",8,A inspeção visual e o ensaio por líquidos penetrantes (LP) realizados nas amostras recebidas permitiram observar que os componentes não apresentam danos e/ou descontinuidades superficiais típicos de t,heuristic,content.first_sentence
Qual a conclusão da análise de falha do MOITÕES DE ALUMINIO?,8,A inspeção visual e o ensaio por líquidos penetrantes (LP) realizados nas amostras recebidas permitiram observar que os componentes não apresentam danos e/ou descontinuidades superficiais típicos de t,heuristic,metadata.tag.conclusao
Quais foram os danos observados no equipamento MOITÕES DE ALUMINIO?,8,A inspeção visual e o ensaio por líquidos penetrantes (LP) realizados nas amostras recebidas permitiram observar que os componentes não apresentam danos e/ou descontinuidades superficiais típicos de t,heuristic,metadata.tag.danos
Qual o tipo de equipamento analisado no relatório ISQ-AF-2030523-L-02366?,16,"A análise por réplica metalográfica realizada na superfície interna do vaso sobre a solda longitudinal na região do dano 2, não permitiu a análise metalográfica por não ter sido atacada durante a exec",heuristic,metadata.equipamento
"Em qual relatório é descrito: ""A análise por réplica metalográfica realizada na superfície interna do vaso sobre a solda longitudinal na região do dano 2, não permitiu a análise met""?",16,"A análise por réplica metalográfica realizada na superfície interna do vaso sobre a solda longitudinal na região do dano 2, não permitiu a análise metalográfica por não ter sido atacada durante a exec",heuristic,content.first_sentence
O que causou a falha no SG-1223001?,16,"A análise por réplica metalográfica realizada na superfície interna do vaso sobre a solda longitudinal na região do dano 2, não permitiu a análise metalográfica por não ter sido atacada durante a exec",heuristic,metadata.tag.causa
Qual a análise de falha realizada para o cliente PETROBRÁS COMPARTILHADO na unidade UN-BUZ P-74?,14,O radiador do gerador P-UG-5262501 da P-74 foi submetido a análise de falha com o objetivo de identificar os mecanismos de danos responsáveis pela perda de estanqueidade do componente. Após a retirada,heuristic,metadata.cliente_unidade
Qual o tipo de equipamento analisado no relatório ISQ-AF-2030523-L-022?,14,O radiador do gerador P-UG-5262501 da P-74 foi submetido a análise de falha com o objetivo de identificar os mecanismos de danos responsáveis pela perda de estanqueidade do componente. Após a retirada,heuristic,metadata.equipamento
"Em qual relatório é descrito: ""O radiador do gerador P-UG-5262501 da P-74 foi submetido a análise de falha com o objetivo de identificar os mecanismos de danos responsáveis pela per""?",14,O radiador do gerador P-UG-5262501 da P-74 foi submetido a análise de falha com o objetivo de identificar os mecanismos de danos responsáveis pela perda de estanqueidade do componente. Após a retirada,heuristic,content.first_sentence
Quais foram os danos observados no equipamento 0613-E-0003?,20,"No dia 01 de setembro de 2025, foi identificado contaminação do condensado do Vapor de Média. Após avaliação, constatou que o 0613-E-0003 estava dando passagem. O equipamento foi retirado de operação ",heuristic,metadata.tag.danos
Qual a conclusão da análise de falha do 0613-E-0003?,20,"No dia 01 de setembro de 2025, foi identificado contaminação do condensado do Vapor de Média. Após avaliação, constatou que o 0613-E-0003 estava dando passagem. O equipamento foi retirado de operação ",heuristic,metadata.tag.conclusao
Houve indícios de corrosão na análise do equipamento Permutador de calor?,20,"No dia 01 de setembro de 2025, foi identificado contaminação do condensado do Vapor de Média. Após avaliação, constatou que o 0613-E-0003 estava dando passagem. O equipamento foi retirado de operação ",heuristic,content.dano
"Em qual relatório é descrito: ""Os resultados das análises indicam que o tubo do superaquecedor falhou em operação por superaquecimento rápido em curto prazo""?",21,Os resultados das análises indicam que o tubo do superaquecedor falhou em operação por superaquecimento rápido em curto prazo. O mecanismo ocorreu em temperatura alta o suficiente para a ocorrência do,heuristic,content.first_sentence
Quais foram os mecanismos de dano identificados na análise de 0121-F-0001C?,21,Os resultados das análises indicam que o tubo do superaquecedor falhou em operação por superaquecimento rápido em curto prazo. O mecanismo ocorreu em temperatura alta o suficiente para a ocorrência do,heuristic,metadata.analise_tag
O que causou a falha no 0121-F-0001C?,21,Os resultados das análises indicam que o tubo do superaquecedor falhou em operação por superaquecimento rápido em curto prazo. O mecanismo ocorreu em temperatura alta o suficiente para a ocorrência do,heuristic,metadata.tag.causa
Houve indícios de corrosão na análise do equipamento Eixo de Bomba?,15,"Os resultados das análises indicam que o eixo falhou em operação devido a propagação da fratura por fadiga mecânica, aparentemente iniciada no rasgo de chaveta, e ruptura final frágil por sobrecarga e",heuristic,content.dano
Quais foram os danos observados no equipamento B-5125001-C?,15,"Os resultados das análises indicam que o eixo falhou em operação devido a propagação da fratura por fadiga mecânica, aparentemente iniciada no rasgo de chaveta, e ruptura final frágil por sobrecarga e",heuristic,metadata.tag.danos
Quais foram os mecanismos de dano identificados na análise de B-5125001-C?,15,"Os resultados das análises indicam que o eixo falhou em operação devido a propagação da fratura por fadiga mecânica, aparentemente iniciada no rasgo de chaveta, e ruptura final frágil por sobrecarga e",heuristic,metadata.analise_tag
Houve indícios de corrosão na análise do equipamento Linha de Dreno de Ø2”?,7,A análise visual do trecho de tubo recebido para análises permitiu identificar região da extremidade com corrosão interna e obstrução do tubo por borra do produto aderido internamente ao tubo. O ensai,heuristic,content.dano
O que causou a falha no 2”-PE-66-004-C1?,7,A análise visual do trecho de tubo recebido para análises permitiu identificar região da extremidade com corrosão interna e obstrução do tubo por borra do produto aderido internamente ao tubo. O ensai,heuristic,metadata.tag.causa
Quais foram os mecanismos de dano identificados na análise de 2”-PE-66-004-C1?,7,A análise visual do trecho de tubo recebido para análises permitiu identificar região da extremidade com corrosão interna e obstrução do tubo por borra do produto aderido internamente ao tubo. O ensai,heuristic,metadata.analise_tag
O que causou a falha no P-UH-B-UB-5420501C-01?,13,"A placa 2 falhou em operação devido a nucleação de trinca superficial que propagou por fadiga mecânica resultando em contaminação cruzada. A localização da trinca adjacente a base da nervura lateral, ",heuristic,metadata.tag.causa
Quais foram os mecanismos de dano identificados na análise de P-UH-B-UB-5420501C-01?,13,"A placa 2 falhou em operação devido a nucleação de trinca superficial que propagou por fadiga mecânica resultando em contaminação cruzada. A localização da trinca adjacente a base da nervura lateral, ",heuristic,metadata.analise_tag
Qual o tipo de equipamento analisado no relatório ISQ-AF-2030523-L-01478?,13,"A placa 2 falhou em operação devido a nucleação de trinca superficial que propagou por fadiga mecânica resultando em contaminação cruzada. A localização da trinca adjacente a base da nervura lateral, ",heuristic,metadata.equipamento
Houve indícios de corrosão na análise do equipamento CAIXA FRIA?,2,Após a realização da inspeção visual dos componentes da caixa fria foram encontrados alguns tubos com pites de corrosão superficiais e furos. Foram retirados 3 trechos de tubos com cerca de 500mm de c,heuristic,content.dano
Qual a análise de falha realizada para o cliente PETROBRÁS COMPARTILHADO na unidade PETROBRÁS – BOAVENTURA?,2,Após a realização da inspeção visual dos componentes da caixa fria foram encontrados alguns tubos com pites de corrosão superficiais e furos. Foram retirados 3 trechos de tubos com cerca de 500mm de c,heuristic,metadata.cliente_unidade
Quais foram os danos observados no equipamento TUBOS DE ALUMINIO?,2,Após a realização da inspeção visual dos componentes da caixa fria foram encontrados alguns tubos com pites de corrosão superficiais e furos. Foram retirados 3 trechos de tubos com cerca de 500mm de c,heuristic,metadata.tag.danos
O que causou a falha no B-5125001-C?,15,A bomba de circulação de água B-5125001-C da P-74 falhou em operação resultando na quebra do eixo e do acoplamento. O eixo foi retirado do equipamento e enviado para a sede do ISQ Brasil no dia 27/08/,heuristic,metadata.tag.causa
Qual a análise de falha realizada para o cliente PETROBRÁS COMPARTILHADO na unidade UN-BUZIOS – Plataforma P-74?,15,A bomba de circulação de água B-5125001-C da P-74 falhou em operação resultando na quebra do eixo e do acoplamento. O eixo foi retirado do equipamento e enviado para a sede do ISQ Brasil no dia 27/08/,heuristic,metadata.cliente_unidade
"Em qual relatório é descrito: ""A bomba de circulação de água B-5125001-C da P-74 falhou em operação resultando na quebra do eixo e do acoplamento""?",15,A bomba de circulação de água B-5125001-C da P-74 falhou em operação resultando na quebra do eixo e do acoplamento. O eixo foi retirado do equipamento e enviado para a sede do ISQ Brasil no dia 27/08/,heuristic,content.first_sentence
Quais foram os danos observados no equipamento SG-1223001?,17,"As análises realizadas na amostra retirada da solda LW3 do vaso SG-1223001 na região do dano 4, não identificou presença de trincas embebidas na solda, conforme mencionado no relatório de ultrassom N°",heuristic,metadata.tag.danos
O que causou a falha no SG-1223001?,17,"As análises realizadas na amostra retirada da solda LW3 do vaso SG-1223001 na região do dano 4, não identificou presença de trincas embebidas na solda, conforme mencionado no relatório de ultrassom N°",heuristic,metadata.tag.causa
Qual a conclusão da análise de falha do SG-1223001?,17,"As análises realizadas na amostra retirada da solda LW3 do vaso SG-1223001 na região do dano 4, não identificou presença de trincas embebidas na solda, conforme mencionado no relatório de ultrassom N°",heuristic,metadata.tag.conclusao
Quais foram os danos observados no equipamento GAXETA?,126,Amostra de gaxeta retirada de permutador de placas de P-69. Material: Elastomérico (Borracha EPDM).   3. DADOS DA AMOSTRA RECEBIDA PARA ANÁLISES.  caracterização do polímero da gaxeta.,heuristic,metadata.tag.danos
"Em qual relatório é descrito: ""Amostra de gaxeta retirada de permutador de placas de P-69""?",126,Amostra de gaxeta retirada de permutador de placas de P-69. Material: Elastomérico (Borracha EPDM).   3. DADOS DA AMOSTRA RECEBIDA PARA ANÁLISES.  caracterização do polímero da gaxeta.,heuristic,content.first_sentence
O que causou a falha no GAXETA?,126,Amostra de gaxeta retirada de permutador de placas de P-69. Material: Elastomérico (Borracha EPDM).   3. DADOS DA AMOSTRA RECEBIDA PARA ANÁLISES.  caracterização do polímero da gaxeta.,heuristic,metadata.tag.causa
O que causou a falha no GD-526001/2?,10,"A análise visual das amostras recebidas permitiu verificar as seguintes características: - Pino de fixação das engrenagens (Amostra 1) com ruptura transversal, características que indicam iniciação em",heuristic,metadata.tag.causa
"Em qual relatório é descrito: ""A análise visual das amostras recebidas permitiu verificar as seguintes características: - Pino de fixação das engrenagens (Amostra 1) com ruptura tra""?",10,"A análise visual das amostras recebidas permitiu verificar as seguintes características: - Pino de fixação das engrenagens (Amostra 1) com ruptura transversal, características que indicam iniciação em",heuristic,content.first_sentence
Quais foram os mecanismos de dano identificados na análise de GD-526001/2?,10,"A análise visual das amostras recebidas permitiu verificar as seguintes características: - Pino de fixação das engrenagens (Amostra 1) com ruptura transversal, características que indicam iniciação em",heuristic,metadata.analise_tag
O que causou a falha no 0003-R-0003?,129,"As análises de superfície de fratura realizadas por MEV-EDS nas amostras 1, 2, 4 e 5 de estojos rompidos, mostraram as seguintes características:  Amostra 1 – Iniciação e propagação por fadiga mecânic",heuristic,metadata.tag.causa
Qual a conclusão da análise de falha do 0003-R-0003?,129,"As análises de superfície de fratura realizadas por MEV-EDS nas amostras 1, 2, 4 e 5 de estojos rompidos, mostraram as seguintes características:  Amostra 1 – Iniciação e propagação por fadiga mecânic",heuristic,metadata.tag.conclusao
Qual a análise de falha realizada para o cliente PETROBRÁS COMPARTILHADO na unidade UN-REGAP (Refinaria Gabriel Passos-MG)?,129,"As análises de superfície de fratura realizadas por MEV-EDS nas amostras 1, 2, 4 e 5 de estojos rompidos, mostraram as seguintes características:  Amostra 1 – Iniciação e propagação por fadiga mecânic",heuristic,metadata.cliente_unidade
Qual a análise de falha realizada para o cliente PETROBRÁS COMPARTILHADO na unidade PETROBRÁS – UN BÚZIOS – P-75?,12,A análise visual das placas 8F e 10F permitiu identificar pontos com danos superficiais típicos de desgaste e pontos de deformações causados pelo atrito entre os pontos de contatos dos componentes. As,heuristic,metadata.cliente_unidade
"Em qual relatório é descrito: ""A análise visual das placas 8F e 10F permitiu identificar pontos com danos superficiais típicos de desgaste e pontos de deformações causados pelo atri""?",12,A análise visual das placas 8F e 10F permitiu identificar pontos com danos superficiais típicos de desgaste e pontos de deformações causados pelo atrito entre os pontos de contatos dos componentes. As,heuristic,content.first_sentence
Qual o tipo de equipamento analisado no relatório ISQ-AF-2030523-L-00986?,12,A análise visual das placas 8F e 10F permitiu identificar pontos com danos superficiais típicos de desgaste e pontos de deformações causados pelo atrito entre os pontos de contatos dos componentes. As,heuristic,metadata.equipamento
Qual a análise de falha realizada para o cliente PETROBRÁS COMPARTILHADO na unidade UN-REFAP (Refinaria Alberto Pasqualini-RS) FOLHA:?,19,A inspeção visual realizada nas amostras recebidas para análises permitiu observar filme superficial uniforme de óxido de ferro e fratura com característica frágil. A avaliação microestrutural realiza,heuristic,metadata.cliente_unidade
"Em qual relatório é descrito: ""A inspeção visual realizada nas amostras recebidas para análises permitiu observar filme superficial uniforme de óxido de ferro e fratura com caracter""?",19,A inspeção visual realizada nas amostras recebidas para análises permitiu observar filme superficial uniforme de óxido de ferro e fratura com característica frágil. A avaliação microestrutural realiza,heuristic,content.first_sentence
Qual o tipo de equipamento analisado no relatório ISQ-AF-2030523-L-203970?,19,A inspeção visual realizada nas amostras recebidas para análises permitiu observar filme superficial uniforme de óxido de ferro e fratura com característica frágil. A avaliação microestrutural realiza,heuristic,metadata.equipamento
Qual a conclusão da análise de falha do TUBOS DE ALUMINIO?,2,A inspeção visual dos trechos de tubos recebidos para análise permitiu identificar danos superficiais externos típicos de alvéolos de corrosão. A amostra 2 apresentou maior intensidade de danos e furo,heuristic,metadata.tag.conclusao
Qual a análise de falha realizada para o cliente PETROBRÁS COMPARTILHADO na unidade PETROBRÁS – BOAVENTURA?,2,A inspeção visual dos trechos de tubos recebidos para análise permitiu identificar danos superficiais externos típicos de alvéolos de corrosão. A amostra 2 apresentou maior intensidade de danos e furo,heuristic,metadata.cliente_unidade
Quais foram os mecanismos de dano identificados na análise de TUBOS DE ALUMINIO?,2,A inspeção visual dos trechos de tubos recebidos para análise permitiu identificar danos superficiais externos típicos de alvéolos de corrosão. A amostra 2 apresentou maior intensidade de danos e furo,heuristic,metadata.analise_tag
Qual a análise de falha realizada para o cliente PETROBRÁS COMPARTILHADO na unidade USINA TERMELÉTRICA TERMORIO (UTE-TRI)?,6,O tubo 58 da fileira inferior do evaporador de alta pressão (HP-EVAP) da caldeira 22HA apresentou vazamento em operação. O equipamento foi retirado de operação para realização de reparo. Após a substi,heuristic,metadata.cliente_unidade
O que causou a falha no 22HA – HP-EVAP?,6,O tubo 58 da fileira inferior do evaporador de alta pressão (HP-EVAP) da caldeira 22HA apresentou vazamento em operação. O equipamento foi retirado de operação para realização de reparo. Após a substi,heuristic,metadata.tag.causa
Houve indícios de vazamento na análise do equipamento Caldeira?,6,O tubo 58 da fileira inferior do evaporador de alta pressão (HP-EVAP) da caldeira 22HA apresentou vazamento em operação. O equipamento foi retirado de operação para realização de reparo. Após a substi,heuristic,content.dano
Qual a análise de falha realizada para o cliente PETROBRÁS COMPARTILHADO na unidade UN-BUZ P-74?,14,Os resultados das análises indicam que a colmeia do radiador apresenta dois mecanismos de danos iniciados. 1 - Corrosão atmosférica externa que resulta no afinamento das aletas e corrosão externa nos ,heuristic,metadata.cliente_unidade
O que causou a falha no P-UG-5262501?,14,Os resultados das análises indicam que a colmeia do radiador apresenta dois mecanismos de danos iniciados. 1 - Corrosão atmosférica externa que resulta no afinamento das aletas e corrosão externa nos ,heuristic,metadata.tag.causa
Quais foram os danos observados no equipamento P-UG-5262501?,14,Os resultados das análises indicam que a colmeia do radiador apresenta dois mecanismos de danos iniciados. 1 - Corrosão atmosférica externa que resulta no afinamento das aletas e corrosão externa nos ,heuristic,metadata.tag.danos
"Em qual relatório é descrito: ""As análises metalográficas mostraram microstruturas compostas por ferrita e perlita com início de esferoidização indicando a exposição dos tubos em te""?",115,As análises metalográficas mostraram microstruturas compostas por ferrita e perlita com início de esferoidização indicando a exposição dos tubos em temperatura superiores a 550°C. Observado danos supe,heuristic,content.first_sentence
Quais foram os danos observados no equipamento 06 e 16?,115,As análises metalográficas mostraram microstruturas compostas por ferrita e perlita com início de esferoidização indicando a exposição dos tubos em temperatura superiores a 550°C. Observado danos supe,heuristic,metadata.tag.danos
O que causou a falha no 06 e 16?,115,As análises metalográficas mostraram microstruturas compostas por ferrita e perlita com início de esferoidização indicando a exposição dos tubos em temperatura superiores a 550°C. Observado danos supe,heuristic,metadata.tag.causa
O que causou a falha no Trecho corrente?,19,"Durante a montagem da corrente da retomadora do coque (esteira de transporte de coque) o trecho de corrente rompeu adjacente a solda, além de outras regiões apresentarem trincas adjacentes as soldas. ",heuristic,metadata.tag.causa
Quais foram os danos observados no equipamento Trecho corrente?,19,"Durante a montagem da corrente da retomadora do coque (esteira de transporte de coque) o trecho de corrente rompeu adjacente a solda, além de outras regiões apresentarem trincas adjacentes as soldas. ",heuristic,metadata.tag.danos
Quais foram os mecanismos de dano identificados na análise de Trecho corrente?,19,"Durante a montagem da corrente da retomadora do coque (esteira de transporte de coque) o trecho de corrente rompeu adjacente a solda, além de outras regiões apresentarem trincas adjacentes as soldas. ",heuristic,metadata.analise_tag
Houve indícios de trinca na análise do equipamento Vaso Separador?,17,"A análise por réplica metalográfica realizada na superfície interna do vaso sobre a solda longitudinal na região do dano 2, não permitiu a análise metalográfica por não ter sido atacada durante a exec",heuristic,content.dano
Qual a análise de falha realizada para o cliente PETROBRÁS COMPARTILHADO na unidade PETROBRÁS – UN BÚZIOS – P-75?,17,"A análise por réplica metalográfica realizada na superfície interna do vaso sobre a solda longitudinal na região do dano 2, não permitiu a análise metalográfica por não ter sido atacada durante a exec",heuristic,metadata.cliente_unidade
Quais foram os danos observados no equipamento SG-1223001?,17,"A análise por réplica metalográfica realizada na superfície interna do vaso sobre a solda longitudinal na região do dano 2, não permitiu a análise metalográfica por não ter sido atacada durante a exec",heuristic,metadata.tag.danos
Quais foram os danos observados no equipamento SG-1223001?,16,"As análises realizadas na amostra retirada da solda LW3 do vaso SG-1223001 na região do dano 4, não identificou presença de trincas embebidas na solda, conforme mencionado no relatório de ultrassom N°",heuristic,metadata.tag.danos
"Em qual relatório é descrito: ""As análises realizadas na amostra retirada da solda LW3 do vaso SG-1223001 na região do dano 4, não identificou presença de trincas embebidas na solda""?",16,"As análises realizadas na amostra retirada da solda LW3 do vaso SG-1223001 na região do dano 4, não identificou presença de trincas embebidas na solda, conforme mencionado no relatório de ultrassom N°",heuristic,content.first_sentence
Qual a conclusão da análise de falha do SG-1223001?,16,"As análises realizadas na amostra retirada da solda LW3 do vaso SG-1223001 na região do dano 4, não identificou presença de trincas embebidas na solda, conforme mencionado no relatório de ultrassom N°",heuristic,metadata.tag.conclusao
Quais foram os danos observados no equipamento TUBOS DE ALUMINIO?,2,As análises realizadas indicam que os tubos de alumínio da caixa fria falharam por corrosão externa devido a presença de elevados níveis de cloretos. Os danos iniciam-se na superfície externa do tubo ,heuristic,metadata.tag.danos
"Em qual relatório é descrito: ""As análises realizadas indicam que os tubos de alumínio da caixa fria falharam por corrosão externa devido a presença de elevados níveis de cloretos""?",2,As análises realizadas indicam que os tubos de alumínio da caixa fria falharam por corrosão externa devido a presença de elevados níveis de cloretos. Os danos iniciam-se na superfície externa do tubo ,heuristic,content.first_sentence
Houve indícios de corrosão na análise do equipamento CAIXA FRIA?,2,As análises realizadas indicam que os tubos de alumínio da caixa fria falharam por corrosão externa devido a presença de elevados níveis de cloretos. Os danos iniciam-se na superfície externa do tubo ,heuristic,content.dano
Qual o tipo de equipamento analisado no relatório ISQ-LA-2030523-L-03126?,106,A análise metalográfica mostrou microstrutura composta por ferrita acicular e bainita. Observado deposição de camada superficial anticorrosiva. A análise química realizada por MEV-EDS na camada superf,heuristic,metadata.equipamento
Quais foram os danos observados no equipamento 03?,106,A análise metalográfica mostrou microstrutura composta por ferrita acicular e bainita. Observado deposição de camada superficial anticorrosiva. A análise química realizada por MEV-EDS na camada superf,heuristic,metadata.tag.danos
O que causou a falha no 03?,106,A análise metalográfica mostrou microstrutura composta por ferrita acicular e bainita. Observado deposição de camada superficial anticorrosiva. A análise química realizada por MEV-EDS na camada superf,heuristic,metadata.tag.causa
Qual a análise de falha realizada para o cliente PETROBRÁS COMPARTILHADO na unidade BOAVENTURA?,4,"A análise visual dos trechos das amostras 1 e 2 enviadas para análises permitiu observar diversos de defeitos de soldagem tais como deposição insuficiente, poros, falta de fusão, perna de solda horizo",heuristic,metadata.cliente_unidade
